producto,precio,tamaño,sizes_format
Arroz largo Hacendado,1.35,1.0,kg
Arroz redondo La Fallera,1.63,1.0,kg
Arroz cocido basmati Sabroz,1.15,0.25,kg
Arroz cocido integral Sabroz,1.10,0.25,kg
Arroz bomba Hacendado,4.90,1.0,kg
Quinoa cocida blanca y roja Sabroz,1.40,0.25,kg
Arroz cocido redondo Sabroz,1.10,0.25,kg
Arroz redondo J Sendra Hacendado,1.54,1.0,kg
Arroz basmati aromático Hacendado,2.25,1.0,kg
Cous cous mediano Bia,1.85,1.0,kg
Arroz vaporizado Hacendado,1.54,1.0,kg
Quinoa Hacendado,2.65,0.5,kg
Noodles de arroz Hacendado,1.50,0.2,kg
Arroz redondo Sabroz,2.68,1.0,kg
Arroz integral largo Hacendado,1.60,1.0,kg
Grano de avena cocida Sabroz,1.20,0.25,kg
Garbanzo cocido Hacendado,0.71,0.57,kg
Garbanzo cocido Hacendado,0.65,0.295,kg
Garbanzo cocido pedrosillano Hacendado,1.06,0.57,kg
Garbanzo Hacendado,2.15,1.0,kg
Garbanzo pedrosillano Hacendado,1.95,1.0,kg
Garbanzo lechoso andaluz Hacendado,2.50,1.0,kg
Alubia cocida blanca Hacendado,0.67,0.57,kg
Alubia cocida blanca Hacendado,0.62,0.295,kg
Alubia cocida roja Hacendado,1.10,0.57,kg
Alubia cocida pinta Hacendado,1.15,0.57,kg
Alubia blanca Hacendado,2.00,1.0,kg
Alubia negra Hacendado,2.40,1.0,kg
Alubia roja Hacendado,2.65,1.0,kg
Alubia cocida granja Hacendado,1.65,0.57,kg
Alubia pinta Hacendado,2.30,1.0,kg
Alubia granja Hacendado,3.10,0.5,kg
Lenteja pardina Hacendado,2.10,1.0,kg
Lenteja cocida Hacendado,0.80,0.57,kg
Lenteja cocida Hacendado,0.70,0.295,kg
Soja texturizada grano fino Hacendado,2.25,0.25,kg
Lenteja Hacendado,1.95,1.0,kg
Fideo cabello de ángel Hacendado,0.79,0.5,kg
Fideuá Hacendado,0.79,0.5,kg
Fideo grueso Hacendado,0.79,0.5,kg
Pasta estrellas Hacendado,0.79,0.5,kg
Pasta maravilla Hacendado,0.79,0.5,kg
Pasta piñones Hacendado,0.79,0.5,kg
Fideo mediano Hacendado,0.79,0.5,kg
Fideo al huevo Hacendado,1.35,0.5,kg
Pasta infantil con vegetales Hacendado,1.20,0.5,kg
Sémola de trigo Hacendado,1.60,0.5,kg
Tapioca Tipiak,1.90,0.225,kg
Pasta estrellas sin gluten Felicia,1.95,0.5,kg
Pajaritas vegetales Hacendado,1.00,0.5,kg
Pasta penne integral Hacendado,1.15,0.5,kg
Pasta tortiglioni Armando,1.24,0.5,kg
Hélices con vegetales Hacendado,1.50,1.0,kg
Macarrón fino Hacendado,0.79,0.5,kg
Macarrón al huevo Hacendado,1.35,0.5,kg
Macarrón Hacendado,1.24,1.0,kg
Pasta penne Armando,1.24,0.5,kg
Pasta fusilli 100% lentejas rojas Felicia,1.58,0.25,kg
Pasta trottole vegetales Hacendado,1.20,0.5,kg
Pasta tiburón Hacendado,0.79,0.5,kg
Hélices Hacendado,0.79,0.5,kg
Macarrón Hacendado,0.79,0.5,kg
Pasta fusilli sin gluten Felicia,1.95,0.5,kg
Pasta corallini integral Hacendado,1.20,0.5,kg
Pasta trecce Armando,1.24,0.5,kg
Pasta penne rigate Hacendado,0.79,0.5,kg
Tallarines Hacendado,0.79,0.5,kg
Spaghetti integral Hacendado,1.15,0.5,kg
Spaghetti fino Hacendado,0.79,0.5,kg
Nidos al huevo Hacendado,1.35,0.5,kg
Spaghetti al huevo Hacendado,1.35,0.5,kg
Spaghetti Hacendado,1.24,1.0,kg
Spaghetti Hacendado,0.79,0.5,kg
Spaghetti sin gluten Felicia,1.95,0.5,kg
Pasta fresca tagliatelle al huevo Hacendado,1.15,0.25,kg
Spaghetti Armando,1.24,0.5,kg
Tortellini carne Pagani,1.35,0.25,kg
Pasta fresca tortellini carne Hacendado,1.72,0.25,kg
Pasta fresca ravioli ricotta y espinacas Hacendado,1.72,0.25,kg
Tortellini tres quesos Pagani,1.35,0.25,kg
Pasta fresca gnocchi Hacendado,1.00,0.5,kg
Pasta fresca girasoles quesos Hacendado,1.72,0.25,kg
Pasta fresca medialunas parmigiano reggiano y trufa Hacendado,2.48,0.25,kg
Pasta fresca medialunas calabaza y crema de quesos Hacendado,2.10,0.25,kg
Pasta fresca tortellini jamón y queso Hacendado,1.72,0.25,kg
Pasta fresca gnocchi quesos Hacendado,2.00,0.4,kg
Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado,2.10,0.25,kg
Pasta fresca ravioli tomate y queso burrata Hacendado,2.10,0.25,kg
Pasta fresca ravioli 4 estaciones Hacendado,2.10,0.25,kg
Placas para lasaña precocidas El Pavo,1.43,0.2,kg
Fideos orientales Yakisoba classic Gallina Blanca,1.95,0.093,kg
Fideos orientales Yakisoba sabor soja Hacendado,1.30,0.08,kg
Fideos orientales Yakisoba sabor soja Hacendado,0.90,0.09,kg
Fideos orientales sabor pollo Hacendado,0.85,0.065,kg
Fideos orientales sabor picante Hacendado,1.00,0.065,kg
Azúcar blanco Hacendado,1.45,1.0,kg
Azúcar blanco en sobres Hacendado,1.55,0.35,kg
Azúcar moreno de caña Hacendado,1.95,1.0,kg
Azúcar moreno de caña en sobres Hacendado,1.60,0.35,kg
Panela azúcar moreno de caña integral Hacendado,1.95,0.5,kg
Azúcar glas Hacendado,2.60,0.5,kg
Edulcorante líquido sacarina Hacendado,0.85,0.15,l
Edulcorante en pastillas sacarina Hacendado,1.15,0.052,kg
Edulcorante en sobres sacarina Hacendado,1.10,0.06,kg
Sirope de agave Hacendado,2.60,0.35,kg
Edulcorante líquido stevia Hacendado,2.05,0.15,l
Edulcorante granulado stevia Hacendado,3.10,0.2,kg
Edulcorante en pastillas stevia Hacendado,1.85,0.009,kg
Edulcorante en sobres stevia Hacendado,2.00,0.054,kg
Edulcorante Eritritol y Sucralosa Hacendado,3.20,0.2,kg
Chicles menta fuerte gragea Hacendado,1.00,0.045,kg
Chicles menta fuerte gragea Hacendado,1.95,0.1,kg
Chicles hierbabuena gragea Hacendado,1.00,0.045,kg
Chicles hierbabuena gragea Hacendado,1.95,0.1,kg
Chicles hierbabuena lámina Hacendado,1.00,0.031,kg
Chicles menta suave gragea Hacendado,1.00,0.045,kg
Chicles fresa gragea Hacendado,1.00,0.045,kg
Chicles fresa gragea Hacendado,1.95,0.1,kg
Chicles original sabor frutas gragea Hacendado,1.00,0.045,kg
Chicles sandía lámina Hacendado,1.00,0.031,kg
Chicles XXL gragea Hacendado,1.80,0.1,kg
Chicles jengibre gragea Hacendado,1.25,0.045,kg
Chicles eucalipto gragea Hacendado,1.25,0.045,kg
Chicles Melones ácidos Hacendado,1.15,0.1,kg
"Chicles Energy con ginseng, guaraná y cafeina Deliplus sabor mentolado gragea",1.60,0.013,kg
Chicles vitamina B12 Deliplus sabor fresa gragea,1.60,0.013,kg
Caramelos nata Hacendado 0% azúcares,1.15,0.09,kg
Caramelos café Hacendado 0% azúcares,1.15,0.09,kg
Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,1.05,0.09,kg
Caramelos eucaliptus mentol Respiral Halls,1.95,0.15,kg
Caramelos cítricos mix Halls,2.60,0.128,kg
Caramelos limón mentol Respiral Halls,1.95,0.15,kg
Caramelos original Halls,2.60,0.128,kg
Caramelos blandos Fruits Hacendado,1.50,0.3,kg
Caramelos miel sabor limón Pifarré,1.15,0.125,kg
Caramelos con palo 4 sabores Chupa Chups,1.95,0.144,kg
Caramelos regaliz mentol Respiral Halls,1.95,0.15,kg
Caramelos jengibre y própolis Hacendado 0% azúcares,1.35,0.09,kg
Caramelos Mix Fruits Hacendado 0% azúcares,1.20,0.1,kg
Caramelos con palo Cherry Stick Hacendado con chicle sabor cereza,1.30,0.105,kg
Caramelos sabor eucalipto y mentol Hacendado extra forte,1.25,0.15,kg
Chocolate negro 85% cacao Hacendado,1.85,0.1,kg
Chocolate negro fundir Hacendado,2.40,0.2,kg
Porciones de Chocolate negro 72% cacao extrafino Hacendado,3.00,0.2,kg
Chocolate 70% negro Valor 0% azúcares añadidos,2.15,0.1,kg
Chocolate negro 72% de cacao Hacendado,1.65,0.1,kg
Chocolate negro 55% cacao Hacendado con almendras,2.00,0.2,kg
Chocolate puro Valor,4.15,0.3,kg
Chocolate puro Valor con almendras enteras,4.15,0.25,kg
Chocolate negro relleno de mousse Hacendado,2.20,0.14,kg
Chocolate puro Valor con almendras enteras,3.40,0.15,kg
Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta,1.60,0.2,kg
Gotas de chocolate negro para fundir Hacendado,2.25,0.25,kg
Chocolate negro 72% de cacao Hacendado con almendras enteras,2.50,0.2,kg
Porciones de Chocolate negro 85% cacao extrafino Hacendado,3.20,0.2,kg
Chocolate negro 72% cacao Hacendado con trozos de naranja,1.85,0.1,kg
Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos,1.70,0.1,kg
Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,3.40,0.2,kg
99% cacao negro Hacendado,2.40,0.1,kg
Chocolate negro 55% cacao Hacendado,1.70,0.15,kg
Chocolate con leche classic Hacendado,1.35,0.15,kg
Chocolate con leche extrafino Nestlé,1.50,0.125,kg
Chocolate con leche Oreo Milka,1.55,0.1,kg
Chocolate con leche Milka,1.55,0.15,kg
Chocolate extrafino con leche Hacendado almendras enteras,1.90,0.2,kg
Chocolate con leche Valor almendras enteras,4.15,0.25,kg
Chocolate con leche Hacendado avellanas troceadas,1.55,0.15,kg
Chocolate extrafino con leche Hacendado 0% azúcares añadidos,1.70,0.125,kg
Chocolate con leche caramelo Milka,1.55,0.1,kg
Chocolate con leche Valor almendras enteras,3.40,0.15,kg
Chocolate con leche Milka galleta,3.50,0.3,kg
Chocolate con leche Hacendado almendras troceadas,1.55,0.15,kg
Chocolate con leche Fussion Hacendado relleno crema de fresa,1.40,0.11,kg
Fideos de chocolate Hacendado,1.45,0.1,kg
Chocolate con leche fundir Hacendado,2.40,0.2,kg
Chocolate con leche Fussion Hacendado relleno de galleta caramelizada,1.40,0.11,kg
Chocolate extrafino con leche Fussion Hacendado con galletas animadas,1.40,0.125,kg
Chocolate blanco Hacendado,1.15,0.1,kg
Chocolate blanco fundir Hacendado,2.25,0.2,kg
Chocolate blanco Fussion Hacendado galletas al cacao,1.40,0.1,kg
Barritas de barquillo Huesitos bañadas de chocolate con leche,2.45,0.2,kg
Barritas de chocolate con leche Hacendado rellenas de leche,2.40,0.2,kg
Barritas de barquillo Kit-Kat bañadas de chocolate con leche,3.50,0.2075,kg
Barritas de barquillo Meivel rellenas de turrón Viena,1.95,0.18,kg
Barritas de barquillo Tokke original,1.30,0.141,kg
Disquitos Pintarolas de chocolate con leche coloreados,1.75,0.2,kg
Cacahuetes Hacendado chocolate negro,2.15,0.25,kg
Cacahuetes Hacendado chocolate con leche,2.15,0.25,kg
Barritas de galleta y caramelo Hacendado bañadas de chocolate con leche,1.85,0.2,kg
Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados,1.90,0.18,kg
Huevos de chocolate Hacendado dibujo,1.80,0.06,kg
Huevos de chocolate Hacendado dibujo,1.80,0.06,kg
Huevo de chocolate Hacendado,1.55,0.05,kg
Huevo crema al cacao,1.25,0.025,kg
"Bolas de cereal bañadas Hacendado de chocolate negro, con leche y blanco",2.15,0.2,kg
Barritas de barquillo Hacendado con relleno de avellana cubiertas de chocolate con leche,1.70,0.123,kg
"Barritas Peanuts bañadas de chocolate con leche y rellenas con caramelo, cacahuetes tostados y crema azucarada Hacendado",1.75,0.216,kg
Mix mini barritas Hacendado de chocolate,2.95,0.395,kg
Barritas crujientes Hacendado recubiertas de chocolate con leche,1.80,0.135,kg
"Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra",4.90,0.47,kg
Surtido bombones Caja Roja Nestlé,6.50,0.198,kg
Surtido bombones Senzza de chocolate negro 70%,2.55,0.18,kg
Bombones delicias de avellana Delizze Hacendado,3.80,0.216,kg
Surtido bombones La Boutique del Praliné,3.75,0.205,kg
Crema al cacao con avellanas Hacendado,1.95,0.5,kg
Crema de avellanas y cacao Hacendado,2.40,0.4,kg
Crema al cacao con avellanas Nutella,3.95,0.35,kg
Crema al cacao con avellanas Nocilla original,3.65,0.36,kg
Dulce de leche Chimbote,2.71,0.43,kg
Crema al cacao con avellanas Hacendado de 2 sabores,1.95,0.5,kg
Crema al cacao y leche con avellanas Nocilla,3.65,0.36,kg
Crema de cacahuete 100% Crunchy Hacendado,2.85,0.5,kg
Crema de cacahuete 100% Hacendado,2.85,0.5,kg
Golosinas Xuxes Top Ten Hacendado,1.25,0.135,kg
Golosinas Moras Hacendado,1.10,0.2,kg
Golosinas Nubi Mallow Hacendado,0.95,0.15,kg
Caramelo Pikotas masticable Dulciora,1.45,0.1,kg
Golosinas tubos de fresa Hacendado rellenos,1.75,0.32,kg
Golosinas Boca Fruit Hacendado,1.20,0.2,kg
Grageas de regaliz Hacendado,1.45,0.15,kg
Surtido de caramelos Diver Xuxes Hacendado,2.15,0.3,kg
Golosinas Rega Relli Hacendado rellena con zumo de fruta,1.00,0.15,kg
Golosinas Dentaduras Hacendado,1.15,0.1,kg
Golosinas Mix Hacendado,1.60,0.3,kg
Golosinas Rega Black Mix Hacendado,1.60,0.3,kg
Golosinas Fresi Pink Mix Hacendado,1.60,0.3,kg
Golosinas ladrillos con pica Hacendado sabor fresa y nata ácida,1.10,0.2,kg
Golosinas Cintas de fresa con pica Hacendado,1.75,0.3,kg
Golosinas Mix azúcar Hacendado,1.60,0.3,kg
"Golosinas Rega Red Mix Hacendado sabor fresa, nata y tutti frutti",1.60,0.3,kg
Golosinas Mix con pica Hacendado,1.60,0.3,kg
Surtido de caramelos Ácidos pintalenguas Hacendado sabor frambuesa y cola,1.85,0.2,kg
Golosinas Rega Fruit Mix Hacendado,1.60,0.3,kg
Golosinas Fresi Cream Hacendado merengue recubierto sabor nata y fresa,1.15,0.075,kg
Cono de golosinas celebración Hacendado,1.25,0.0843,kg
Golosinas Mini Mix con pica Hacendado,1.60,0.3,kg
Mermelada de fresa Hacendado,1.55,0.4,kg
Mermelada de fresa monodosis Hacendado,1.50,0.25,kg
Mermelada de tomate Hacendado,1.95,0.44,kg
Mermelada de arándanos Hacendado,1.95,0.33,kg
Mermelada de melocotón Hacendado,1.55,0.44,kg
Mermelada de melocotón monodosis Hacendado,1.50,0.25,kg
Mermelada de naranja amarga Hacendado,1.35,0.44,kg
Mermelada de albaricoque Hacendado,1.70,0.44,kg
Mermelada de higo Hacendado,1.95,0.34,kg
Untable de pimiento de piquillo confitado Hacendado,2.40,0.23,kg
Mermelada de ciruela y kiwi Hacendado,1.70,0.34,kg
Mermelada de frambuesa Hacendado,2.55,0.34,kg
Miel de flores Hacendado,4.40,1.0,kg
Miel de flores Hacendado,3.05,0.5,kg
Miel de naranjo Hacendado,3.85,0.5,kg
Miel cruda Hacendado,4.70,0.5,kg
Cebolla caramelizada Hacendado,1.70,0.19,kg
Confitura de fresa Hacendado 0% azúcares añadidos,1.60,0.38,kg
Confitura de melocotón Hacendado 0% azúcares añadidos,1.60,0.38,kg
Confitura de ciruela Hacendado 0% azúcares añadidos,1.70,0.38,kg
Papilla crema de bechamel con lenguado Hero baby +8 meses,1.70,0.235,kg
Papilla verduritas con merluza Hero baby +6 meses,1.70,0.235,kg
Papilla verduritas con pollo y ternera Hero baby +6 meses,1.70,0.235,kg
Papilla arroz con pollo Hero baby +6 meses,1.70,0.235,kg
Papilla verduritas con pollo Hero baby buenas noches +6 meses,3.00,0.38,kg
Papilla verduritas con delicias de pavo Hero baby natur +6 meses,1.70,0.235,kg
Papilla zanahorias baby con ternera Hero baby +6 meses,1.70,0.235,kg
Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,1.70,0.235,kg
Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,3.00,0.38,kg
Papilla fresa y plátano +8 meses Hacendado,0.90,0.12,kg
Papilla fruta variada +6 meses Hacendado,0.90,0.12,kg
Papilla plátano y manzana +6 meses Hacendado,0.90,0.12,kg
Papilla fruta variada +4 meses Hacendado,2.75,0.52,kg
Papilla cuatro frutas con avena +8 meses Hacendado,2.75,0.52,kg
"Papilla plátano, mandarina y pera +4 meses Hacendado",2.75,0.52,kg
Papilla pera y manzana +4 meses Hacendado,2.75,0.52,kg
"Papilla manzana, melón y sandía +6 meses Hacendado",0.90,0.12,kg
"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",0.90,0.12,kg
Papilla tres frutas con yogur +8 meses Hacendado,2.75,0.52,kg
Postre lácteo infantil de fresa y plátano Hacendado +8 meses,0.85,0.1,kg
Postre lácteo infantil de fresa Yogolino +8 meses,2.95,0.4,kg
Postre lácteo infantil de plátano Yogolino +6 meses,2.95,0.4,kg
Postre lácteo infantil de natillas Yogolino +6 meses,3.35,0.4,kg
Postre lácteo infantil de galleta Hacendado +8 meses,0.85,0.1,kg
Postre lácteo infantil de cereales y miel +12 meses,0.85,0.1,kg
Preparado lácteo crecimiento Peques 3 Puleva,11.70,6.0,l
Preparado lácteo crecimiento Peques 3 Puleva,1.95,1.0,l
Preparado lácteo con cereales crecimiento Peques 3 Puleva,11.70,6.0,l
Preparado lácteo con cereales crecimiento Peques 3 Puleva,1.95,1.0,l
Preparado lácteo crecimiento +1 año Hacendado,7.50,6.0,l
Preparado lácteo crecimiento +1 año Hacendado,1.25,1.0,l
Preparado lácteo crecimiento +1 año Hacendado,1.95,1.2,l
Preparado lácteo cereales al cacao Peques 3 Puleva,1.95,0.6,l
Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,2.20,1.2,l
Preparado lácteo con cereales crecimiento Hacendado +1 año,9.00,6.0,l
Preparado lácteo con cereales crecimiento Hacendado +1 año,1.50,1.0,l
Leche para lactantes en polvo 1 Nativa Nestlé,11.90,0.8,kg
Leche de continuación en polvo 2 Nativa Nestlé,11.90,0.8,kg
Leche para lactantes en polvo 1 Nidina Nestlé,14.90,0.8,kg
Leche de continuación en polvo 2 Nidina Nestlé,17.50,0.8,kg
Papilla 8 cereales Nestlé +6 meses,5.45,0.725,kg
Papilla 8 cereales con galleta María Nestlé +6 meses,5.45,0.725,kg
Papilla 8 cereales con miel Nestlé +6 meses,5.45,0.725,kg
Papilla 8 cereales con miel Hero baby +6 meses,3.90,0.41,kg
Papilla 8 cereales Hero baby +6 meses,3.90,0.41,kg
Papilla sin gluten crema de arroz Hero baby +4 meses,2.95,0.22,kg
Papilla 8 cereales con galleta Hero baby +6 meses,3.60,0.34,kg
Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus,3.30,1.0,ud
Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus,3.80,1.0,ud
Tetina silicona tres posiciones +1 mes Deliplus,2.50,2.0,ud
Tetina silicona papillas espesas +4 meses Deliplus,2.50,2.0,ud
Cepillo limpiabiberón y tetina Deliplus,2.50,1.0,ud
Limpiador bebé para biberones y tetinas Deliplus,2.90,0.5,l
Chupete silicona reversible +0 a 6 meses Deliplus,2.50,1.0,ud
Chupete silicona reversible +6 a 18 meses Deliplus luminiscente,2.50,1.0,ud
Chupete silicona reversible +18 meses Deliplus,2.50,1.0,ud
Gel corporal infantil Deliplus,2.30,0.6,l
Champú infantil Deliplus,2.70,0.6,l
Gel - champú bebé para pieles atópicas Deliplus,3.70,0.6,l
Pomada del pañal sin perfume Deliplus,2.75,0.1,l
Aceite corporal bebé con aloe vera Johnson's,2.25,0.3,l
Loción corporal infantil hidratante Deliplus,3.65,0.6,l
Bálsamo facial corporal infantil pieles atópicas Deliplus,4.40,0.2,l
Agua de colonia bebé Nenuco,2.85,0.5,l
Agua de colonia fresca infantil Deliplus con notas cítricas,1.90,0.6,l
Agua perfumada bebé con notas florales Deliplus,3.20,0.1,l
"Solución fisiológica salina 0,9 % Deliplus",3.23,30.0,ud
Gasas para bebé no tejidas Deliplus,1.97,100.0,ud
Esponja anatómica para bebés Deliplus,0.90,1.0,ud
Aspirador nasal anatómico +0 meses Deliplus,5.50,1.0,ud
Recambios recarga aspirador nasal anatómico Deliplus,4.20,10.0,ud
Polvos de talco Deliplus,1.70,0.2,kg
Bastoncillos algodón para bebés Deliplus,1.05,60.0,ud
Toallitas bebé frescas & perfumadas Deliplus,3.00,240.0,ud
Toallitas bebé frescas & perfumadas Deliplus,1.05,80.0,ud
Toallitas bebé frescas & perfumadas Deliplus,0.75,24.0,ud
Toallitas infantiles cara y manos Deliplus,0.60,20.0,ud
Toallitas bebé pieles con tendencia atópica Deliplus,1.70,60.0,ud
Toallitas bebé Aqua Deliplus,1.80,60.0,ud
Pañales bebé talla 1 de 2-5 kg Dodot,11.00,44.0,ud
Pañales bebé talla 1 de 2-4 kg Deliplus,6.60,30.0,ud
Pañales bebé talla 2 de 3-6 kg Deliplus,7.15,42.0,ud
Pañales bebé talla 2 de 4-8 kg Dodot,17.50,58.0,ud
Pañales bebé talla 3 de 6-10 kg Dodot,17.50,56.0,ud
Pañales bebé talla 3 de 4-10 kg Deliplus,5.60,36.0,ud
Pañales bebé talla 4 de 9-15 kg Deliplus,17.25,102.0,ud
Pañales bebé talla 4 de 9-15 kg Deliplus,5.85,34.0,ud
Pañales bebé talla 4 de 9-14 kg Dodot,17.95,58.0,ud
Pañales bebé talla 5 de 13-18 kg Deliplus,17.85,90.0,ud
Pañales bebé talla 5 de 13-18 kg Deliplus,6.05,30.0,ud
Pañales bebé talla 5 de 11-16 kg Dodot,17.95,54.0,ud
Pañales bebé talla 6 de 17-28 kg Deliplus,6.30,22.0,ud
Pañales bebé talla 6 de 13-19 kg Dodot,14.00,36.0,ud
Pañal junior talla S de 50-80 cm Deliplus,11.00,20.0,ud
Pañal bañador desechable talla S Deliplus de 8-14 kg,5.00,12.0,ud
Pañal bañador desechable talla M Deliplus de 12-18 kg,5.00,12.0,ud
Cambiador multiusos desechable Deliplus,4.15,10.0,ud
Pañal bebé braguita talla L de 12-18 kg Deliplus,7.40,24.0,ud
Pañal bebé braguita talla XL de 16-28 kg Deliplus,7.40,22.0,ud
Pañal junior braguita noche infantil Deliplus de 17-30 kg,10.65,16.0,ud
Pañal junior braguita noche infantil Deliplus de 27-57 kg,10.65,13.0,ud
Cerveza Clásica Steinburg,3.72,3.96,l
Cerveza Clásica Steinburg,0.31,0.33,l
Cerveza Heineken,5.76,2.64,l
Cerveza Heineken,0.85,0.33,l
Cerveza Amstel,5.76,3.96,l
Cerveza Amstel,0.50,0.33,l
Cerveza especial Mahou,8.64,3.96,l
Cerveza especial Mahou,0.85,0.33,l
Cerveza clásica Mahou,6.72,3.96,l
Cerveza clásica Mahou,0.75,0.33,l
Cerveza doble malta Voll-Damm,5.58,1.98,l
Cerveza doble malta Voll-Damm,0.99,0.33,l
Cerveza Suave Steinburg,3.48,3.96,l
Cerveza Suave Steinburg,0.29,0.33,l
Cerveza especial San Miguel,6.00,3.96,l
Cerveza especial San Miguel,0.72,0.33,l
Cerveza especial Steinburg,4.32,3.96,l
Cerveza especial Steinburg,0.36,0.33,l
Cerveza Pils Krombacher,3.72,1.98,l
Cerveza Pils Krombacher,0.62,0.33,l
Cerveza doble malta,3.18,1.98,l
Cerveza doble malta,0.53,0.33,l
Cerveza sin gluten Steinburg,7.92,3.96,l
Cerveza sin gluten Steinburg,0.66,0.33,l
Cerveza tostada Turia,9.60,3.96,l
Cerveza tostada Turia,0.82,0.33,l
Cerveza negra Victoria Marengo,5.40,1.98,l
Cerveza negra Victoria Marengo,0.90,0.33,l
Cerveza tostada 1897,3.00,1.98,l
Cerveza tostada 1897,0.50,0.33,l
Cerveza Amstel,7.50,6.0,l
Cerveza Amstel,1.68,1.0,l
